X0,Y0,X1,Y1,X2,Y2
947,105.9873,,,,
948,107.5949,,,,
949,111.3608,,,,
950,116.2025,,,,
951,121.0443,,,,
952,125.8861,,,,
953,129.1139,,,,
954,130.7278,,,,
955,131.2595,,,,
956,132.3418,,,,
957,133.9557,,,,
958,135.5696,,,,
959,137.1835,,,,
960,138.2658,,,,
961,138.7975,,,,
962,138.7975,,,,
963,138.7975,,,,
964,138.7975,,,,
965,138.2658,,,,
966,137.7152,,,,
967,136.6519,,,,
968,135.5696,,,,
969,133.9557,,,,
970,132.3418,,,,
971,130.7278,,,,
972,129.6456,,,,
973,129.1139,,,,
974,128.5823,,,,
975,127.5000,,,,
976,125.8861,,,,
977,124.2721,,,,
978,122.1203,,,,
979,119.9684,,,,
980,117.2785,,,,
981,114.5886,,,,
982,111.3608,,,,
983,108.6709,,,,
984,106.5190,,,,
985,105.4367,,,,
986,105.4367,,,,
987,107.0570,,,,
988,110.8228,,,,
989,115.6646,,,,
990,121.5823,,,,
991,126.4240,,,,
992,130.1899,,,,
993,131.8101,,,,
994,132.8734,,,,
995,133.9557,,,,
996,136.1076,,,,
997,138.2595,,,,
998,139.8797,,,,
999,140.4114,,,,
1000,140.4114,,,,
1001,140.4114,,,,
1002,140.4114,,,,
1003,140.4114,,,,
1004,139.8797,,,,
1005,138.7975,,,,
1006,137.7152,,,,
1007,136.6519,,,,
1008,135.5696,,,,
1009,133.9557,,,,
1010,132.8734,,,,
1011,132.3418,,,,
1012,132.3418,,,,
1013,131.8101,,,,
1014,131.2595,,,,
1015,130.1962,,,,
1016,129.6456,,,,
1017,128.5823,,,,
1018,128.0316,,,,
1019,126.9684,,,,
1020,125.8861,,,,
1021,124.2721,,,,
1022,122.1203,,,,
1023,119.4304,,,,
1024,116.7405,,,,
1025,114.0506,,,,
1026,111.3608,,,,
1027,108.1329,,,,
1028,105.4430,,,,
1029,104.3734,,,,
1030,104.9051,,,,
1031,107.0570,,,,
1032,110.2848,,,,
1033,115.1266,,,,
1034,121.0443,,,,
1035,126.4240,,,,
1036,130.1899,,,,
1037,131.8101,,,,
1038,132.8734,,,,
1039,133.4241,,,,
1040,134.4873,,,,
1041,135.5696,,,,
1042,137.1835,,,,
1043,138.2658,,,,
1044,138.7975,,,,
1045,138.7975,,,,
1046,138.7975,,,,
1047,139.3291,,,,
1048,139.8797,,,,
1049,139.8797,,,,
1050,139.3291,,,,
1051,138.7975,,,,
1052,138.2658,,,,
1053,137.7152,,,,
1054,136.6519,,,,
1055,135.5696,,,,
1056,133.9557,,,,
1057,132.8734,,,,
1058,132.3418,,,,
1059,131.8101,,,,
1060,131.2595,,,,
1061,130.1962,,,,
1062,129.1139,,,,
1063,128.0316,,,,
1064,126.9684,,,,
1065,126.4177,,,,
1066,124.8101,,,,
1067,123.1962,,,,
1068,121.0443,,,,
1069,118.8924,,,,
1070,116.7405,,,,
1071,114.0506,,,,
1072,111.3608,,,,
1073,108.6709,,,,
1074,106.5190,,,,
1075,105.4367,,,,
1076,105.4367,,,,
1077,107.5949,,,,
1078,111.3608,,,,
1079,116.2025,,,,
1080,121.5823,,,,
1081,126.4240,,,,
1082,129.6519,,,,
1083,131.2595,,,,
1084,132.3418,,,,
1085,133.9557,,,,
1086,135.5696,,,,
1087,137.1835,,,,
1088,138.2658,,,,
1089,138.7975,,,,
1090,138.2658,,,,
1091,137.1835,,,,
1092,136.1013,,,,
1093,135.0380,,,,
1094,134.4873,,,,
1095,133.4241,,,,
1096,132.8734,,,,
1097,132.3418,,,,
1098,132.3418,,,,
1099,131.8101,,,,
1100,131.2595,,,,
1101,130.7278,,,,
1102,130.1962,,,,
1103,129.6456,,,,
1104,129.1139,,,,
1105,128.0380,,,,
1106,126.4240,,,,
1107,124.2721,,,,
1108,122.6582,,,,
1109,120.5063,,,,
1110,118.3544,,,,
1111,115.6646,,,,
1112,112.9747,,,,
1113,109.7468,,,,
1114,107.0570,,,,
1115,105.4367,,,,
1116,104.9051,,,,
1117,105.9810,,,,
1118,108.1329,,,,
1119,112.4367,,,,
1120,117.2785,,,,
1121,123.1962,,,,
1122,127.5000,,,,
1123,130.7278,,,,
1124,132.3418,,,,
1125,133.9557,,,,
1126,135.0380,,,,
